id,label
1061,1
1062,1
1063,0
1064,1
1065,1
1066,1
1067,0
1068,1
1069,1
1070,1
1071,1
1072,0
1073,0
1074,1
1075,0
1076,1
1077,1
1078,1
1079,0
1080,1
1081,0
1082,0
1083,0
1084,0
1085,0
1086,1
1087,1
1088,0
1089,1
1090,1
1091,1
1092,1
1093,1
1094,1
1095,1
1096,1
1097,1
1098,0
1099,0
1100,1
1101,1
1102,0
1103,0
1104,0
1105,1
1106,0
1107,0
1108,0
1109,1
1110,1
1111,1
1112,1
1113,0
1114,0
1115,1
1116,0
1117,0
1118,1
1119,1
1120,1
1121,0
1122,1
1123,0
1124,0
1125,1
1126,0
1127,0
1128,1
1129,0
1130,1
1131,1
1132,0
1133,0
1134,1
1135,1
1136,0
1137,1
1138,0
1139,1
1140,1
1141,0
1142,0
1143,1
1144,1
1145,1
1146,0
1147,1
1148,1
1149,1
1150,0
1151,1
1152,0
1153,1
1154,0
1155,0
1156,1
1157,0
1158,1
1159,0
1160,0
1161,0
1162,0
1163,0
1164,0
1165,0
1166,1
1167,1
1168,0
1169,0
1170,1
1171,1
1172,1
1173,0
1174,1
1175,0
1176,1
1177,0
1178,1
1179,0
1180,1
1181,1
1182,1
1183,0
1184,1
1185,0
1186,0
1187,0
1188,0
1189,0
1190,1
1191,1
1192,0
1193,1
1194,0
1195,1
1196,0
1197,1
1198,1
1199,1
1200,1
1201,0
1202,0
1203,0
1204,0
1205,0
1206,0
1207,1
1208,1
1209,0
1210,0
1211,0
1212,1
1213,1
1214,0
1215,0
1216,0
1217,0
1218,1
1219,0
1220,1
1221,0
1222,1
1223,1
1224,0
1225,1
1226,1
1227,1
1228,1
1229,0
1230,1
1231,0
1232,0
1233,1
1234,0
1235,1
1236,1
1237,0
1238,1
1239,1
1240,1
1241,0
1242,1
1243,0
1244,0
1245,0
1246,1
1247,0
1248,1
1249,1
1250,0
1251,0
1252,0
1253,1
1254,0
1255,1
1256,1
1257,0
1258,1
1259,0
1260,1
1261,1
1262,0
1263,1
1264,0
1265,0
1266,0
1267,0
1268,0
1269,1
1270,1
1271,1
1272,0
1273,0
1274,1
1275,0
1276,0
1277,1
1278,0
1279,0
1280,0
1281,1
1282,1
1283,1
1284,1
1285,0
1286,1
1287,0
1288,0
1289,1
1290,1
1291,1
1292,1
1293,0
1294,1
1295,0
1296,0
1297,0
1298,1
1299,1
1300,0
1301,0
1302,0
1303,1
1304,0
1305,0
1306,0
1307,0
1308,1
1309,0
1310,1
1311,0
1312,0
1313,0
1314,1
1315,1
1316,0
1317,0
1318,0
1319,0
1320,0
1321,1
1322,0
1323,1
1324,1
1325,1
1326,0
1327,0
1328,0
1329,0
1330,1
1331,0
1332,1
1333,1
1334,1
1335,0
1336,1
1337,0
1338,0
1339,0
1340,0
1341,0
1342,1
1343,1
1344,1
1345,1
1346,1
1347,1
1348,0
1349,0
1350,0
1351,1
1352,0
1353,0
1354,0
1355,0
1356,0
1357,1
1358,0
1359,1
1360,1
1361,0
1362,1
1363,0
1364,1
1365,0
1366,1
1367,1
1368,1
1369,0
1370,1
1371,1
1372,1
1373,1
1374,1
1375,1
1376,1
1377,0
1378,1
1379,1
1380,0
1381,1
1382,1
1383,1
1384,0
1385,0
1386,0
1387,0
1388,1
1389,0
1390,0
1391,1
1392,0
1393,0
1394,1
1395,1
1396,0
1397,1
1398,0
1399,1
1400,0
1401,0
1402,0
1403,1
1404,0
1405,0
1406,1
1407,0
1408,1
1409,1
1410,1
1411,1
1412,1
1413,0
1414,0
1415,1
1416,1
1417,1
1418,1
1419,1
1420,1
1421,1
1422,0
1423,0
1424,1
1425,1
1426,0
1427,1
1428,1
1429,1
1430,0
1431,0
1432,0
1433,1
1434,1
1435,1
1436,0
1437,0
1438,1
1439,0
1440,0
1441,0
1442,0
1443,1
1444,0
1445,1
1446,1
1447,0
1448,0
1449,0
1450,0
1451,1
1452,0
1453,1
1454,1
1455,0
1456,1
1457,1
1458,1
1459,0
1460,0
1461,0
1462,0
1463,0
1464,1
1465,0
1466,1
1467,0
1468,0
1469,1
1470,1
1471,0
1472,0
1473,1
1474,1
1475,1
1476,0
1477,1
1478,1
1479,0
1480,1
1481,1
1482,1
1483,0
1484,0
1485,0
1486,0
1487,1
1488,0
1489,1
1490,0
1491,1
1492,0
1493,0
1494,1
1495,0
1496,0
1497,1
1498,0
1499,0
1500,1
1501,1
1502,1
1503,0
1504,0
1505,0
1506,1
1507,0
1508,1
1509,1
1510,1
1511,1
1512,1
1513,0
1514,0
1515,1
1516,1
1517,1
1518,0
1519,0
1520,1
1521,1
1522,0
1523,0
1524,1
1525,1
1526,1
1527,0
1528,0
1529,0
1530,1
1531,1
1532,0
1533,0
1534,1
1535,0
1536,0
1537,0
1538,1
1539,0
1540,1
1541,1
1542,0
1543,0
1544,1
1545,1
1546,0
1547,0
1548,1
1549,0
1550,0
1551,1
1552,0
1553,0
1554,1
1555,1
1556,1
1557,0
1558,0
1559,1
1560,1
1561,1
1562,0
1563,0
1564,1
1565,1
1566,0
1567,1
1568,1
1569,0
1570,1
1571,1
1572,1
1573,0
1574,1
1575,1
1576,0
1577,1
1578,0
1579,1
1580,0
1581,0
1582,0
1583,1
1584,0
1585,0
1586,1
1587,1
1588,0
1589,1
1590,0
1591,0
1592,1
1593,1
1594,1
1595,0
1596,1
1597,0
1598,0
1599,1
1600,1
1601,1
1602,1
1603,1
1604,0
1605,0
1606,0
1607,0
1608,1
1609,0
1610,1
1611,0
1612,0
1613,1
1614,0
1615,0
1616,1
1617,1
1618,1
1619,0
1620,1
1621,0
1622,1
1623,0
1624,0
1625,0
1626,0
1627,1
1628,0
1629,0
1630,0
1631,1
1632,1
1633,0
1634,1
1635,1
1636,1
1637,1
1638,0
1639,0
1640,0
1641,1
1642,0
1643,0
1644,1
1645,0
1646,1
1647,0
1648,0
1649,0
1650,0
1651,0
1652,0
1653,1
1654,0
1655,1
1656,1
1657,1
1658,0
1659,0
1660,0
1661,0
1662,0
1663,1
1664,0
1665,1
1666,1
1667,0
1668,1
1669,0
1670,0
1671,0
1672,0
1673,1
1674,1
1675,1
1676,1
1677,0
1678,0
1679,1
1680,0
1681,0
1682,1
1683,0
1684,1
1685,0
1686,0
1687,1
1688,1
1689,1
1690,1
1691,1
1692,1
1693,0
1694,0
1695,0
1696,1
1697,1
1698,0
1699,1
1700,1
1701,0
1702,0
1703,1
1704,0
1705,1
1706,1
1707,0
1708,0
1709,1
1710,1
1711,0
1712,0
1713,0
1714,0
1715,1
1716,0
1717,0
1718,0
1719,0
1720,1
1721,1
1722,0
1723,1
1724,0
1725,1
1726,1
1727,1
1728,1
1729,1
1730,0
1731,1
1732,1
1733,1
1734,0
1735,1
1736,0
1737,0
1738,1
1739,1
1740,1
1741,0
1742,1
1743,1
1744,0
1745,1
1746,1
1747,0
1748,1
1749,0
1750,0
1751,0
1752,1
1753,1
1754,0
1755,0
1756,1
1757,0
1758,1
1759,1
1760,1
1761,0
1762,1
1763,1
1764,1
1765,1
1766,0
1767,0
1768,0
1769,0
1770,0
1771,0
1772,0
1773,1
1774,1
1775,1
1776,1
1777,0
1778,0
1779,0
1780,1
1781,1
1782,0
1783,1
1784,1
1785,0
1786,0
1787,0
1788,0
1789,1
1790,1
1791,0
1792,1
1793,0
1794,1
1795,0
1796,1
1797,0
1798,1
1799,0
1800,1
1801,1
1802,1
1803,0
1804,0
1805,1
1806,1
1807,0
1808,1
1809,1
1810,0
1811,1
1812,1
1813,1
1814,0
1815,0
1816,1
1817,0
1818,0
1819,1
1820,1
1821,1
1822,0
1823,1
1824,1
1825,1
1826,1
1827,1
1828,0
1829,1
1830,0
1831,0
1832,1
1833,1
1834,0
1835,0
1836,1
1837,0
1838,0
1839,1
1840,1
1841,1
1842,0
1843,1
1844,0
1845,1
1846,0
1847,1
1848,0
1849,1
1850,1
1851,1
1852,1
1853,1
1854,0
1855,0
